                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.0847,                0.56357,                 1.0073,                0.72345,                0.59753,                0.64223,                0.42227,                 1.1957,                0.54348,                 1.0767,             0.00079238,             0.00079238,             0.00079238
                     47,                  1.081,                0.56612,                 1.0149,                0.62164,                0.59416,                0.63737,                0.42171,                 1.1884,                0.55266,                 1.0744,             0.00077823,             0.00077823,             0.00077823
                     48,                 1.0827,                0.56776,                 1.0052,                 0.6235,                0.60751,                0.63784,                0.41812,                 1.2078,                0.55435,                 1.0813,             0.00076409,             0.00076409,             0.00076409
                     49,                 1.0701,                0.56308,                 1.0009,                0.61229,                0.60763,                0.63808,                0.42104,                 1.1981,                0.54689,                 1.0747,             0.00074994,             0.00074994,             0.00074994
                     50,                  1.063,                0.55066,                 0.9974,                0.60394,                0.61872,                0.63985,                 0.4213,                 1.2011,                0.55377,                 1.0763,             0.00073579,             0.00073579,             0.00073579
                     51,                 1.0605,                  0.548,                 0.9919,                0.62714,                0.60065,                0.63949,                0.42198,                 1.2012,                0.54871,                 1.0706,             0.00072164,             0.00072164,             0.00072164
                     52,                 1.0536,                0.54943,                0.99432,                0.64597,                0.61651,                0.64166,                0.42306,                 1.2053,                0.54444,                 1.0751,              0.0007075,              0.0007075,              0.0007075
                     53,                 1.0543,                0.53917,                0.99153,                0.61263,                0.60157,                0.63645,                0.41696,                 1.2164,                0.55534,                 1.0785,             0.00069335,             0.00069335,             0.00069335
                     54,                 1.0423,                0.52897,                0.98756,                0.60657,                0.61665,                0.63667,                0.41875,                 1.1996,                0.55433,                 1.0714,              0.0006792,              0.0006792,              0.0006792
                     55,                  1.042,                0.53458,                0.98947,                0.61667,                0.61457,                0.63405,                0.41863,                 1.1972,                 0.5573,                 1.0708,             0.00066506,             0.00066506,             0.00066506
